"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1),bla
"","",-0.169318,"","",0.251717,"","",1.42616,"","",5.82318,"","",0.130408,"","",1.19295,"","",0.462384,"","",0.248235,"","",0,"","",6,"","",2,"","",1,""
"","",0.612218,"","",-0.635991,"","",0.457204,"","",1.5558,"","",0.0435143,"","",0.101134,"","",2.36832,"","",0.0967857,"","",1,"","",6,"","",0,"","",0,""
"","",0.67834,"","",-0.301485,"","",0.774829,"","",3.57119,"","",0.304378,"","",1.03315,"","",2.87628,"","",1.35854,"","",1,"","",5,"","",1,"","",0,""
"","",0.567952,"","",0.516455,"","",0.32903,"","",6.9092,"","",0.545348,"","",0.29893,"","",1.00305,"","",0.453854,"","",1,"","",3,"","",1,"","",1,""
"","",-0.572543,"","",-35.6931,"","",1.49923,"","",7.50597,"","",0.661142,"","",0.25313,"","",0.994598,"","",0.094601,"","",0,"","",7,"","",2,"","",4,""
"","",-1.36329,"","",-4.82195,"","",0.369423,"","",2.89208,"","",0.331758,"","",0.718316,"","",0.250822,"","",1.2478,"","",0,"","",5,"","",1,"","",0,""
"","",-0.388722,"","",-12.5855,"","",1.20978,"","",4.64483,"","",0.757564,"","",0.0836965,"","",0.565509,"","",0.518243,"","",0,"","",6,"","",5,"","",1,""
"","",0.277914,"","",2.62959,"","",3.67185,"","",5.66851,"","",0.415408,"","",0.422357,"","",0.75144,"","",1.46818,"","",0,"","",8,"","",1,"","",1,""
"","",-0.823081,"","",-0.672572,"","",0.695203,"","",6.27034,"","",0.231751,"","",1.64009,"","",1.184,"","",0.719229,"","",1,"","",5,"","",1,"","",1,""
"","",-0.0688409,"","",1.79259,"","",0.566512,"","",12.673,"","",0.2245,"","",0.621962,"","",0.296764,"","",1.5506,"","",1,"","",5,"","",0,"","",2,""
"","",-1.16766,"","",-0.186666,"","",1.39779,"","",0.86486,"","",0.212253,"","",1.17371,"","",0.703688,"","",0.512749,"","",1,"","",6,"","",0,"","",1,""
"","",-0.00830901,"","",0.113013,"","",0.54221,"","",4.18164,"","",0.522171,"","",0.608825,"","",0.974659,"","",0.451732,"","",1,"","",3,"","",0,"","",0,""
"","",0.128855,"","",-0.689533,"","",0.137371,"","",2.76683,"","",0.888682,"","",2.29684,"","",1.16801,"","",0.0925061,"","",1,"","",3,"","",0,"","",1,""
"","",-0.145876,"","",-1.32748,"","",0.83083,"","",4.87101,"","",0.885214,"","",0.27986,"","",2.76675,"","",0.359223,"","",0,"","",3,"","",4,"","",2,""
"","",-0.163911,"","",0.36913,"","",1.36638,"","",3.91212,"","",0.690068,"","",0.228553,"","",1.20485,"","",0.195978,"","",1,"","",5,"","",1,"","",1,""
"","",1.76355,"","",-1.05571,"","",0.585585,"","",6.37785,"","",0.473318,"","",2.73283,"","",1.38138,"","",0.00360336,"","",0,"","",4,"","",0,"","",2,""
"","",0.762587,"","",-7.89552,"","",0.752545,"","",0.894057,"","",0.522707,"","",0.640429,"","",1.22365,"","",0.0732846,"","",0,"","",5,"","",0,"","",2,""
"","",1.11143,"","",0.407052,"","",2.6024,"","",10.1429,"","",0.694771,"","",0.168396,"","",0.894326,"","",3.84956,"","",0,"","",5,"","",0,"","",1,""
"","",-0.923207,"","",2.04534,"","",6.09677,"","",3.37363,"","",0.345466,"","",0.822256,"","",0.415236,"","",1.44787,"","",1,"","",4,"","",0,"","",0,""
"","",0.164342,"","",-2.43134,"","",0.647988,"","",3.7264,"","",0.256285,"","",0.540577,"","",1.63088,"","",1.72175,"","",1,"","",4,"","",0,"","",0,""
"","",1.15483,"","",-0.816367,"","",0.446976,"","",3.38966,"","",0.730739,"","",1.76901,"","",0.357646,"","",3.28745,"","",1,"","",3,"","",0,"","",3,""
"","",-0.0565214,"","",4.09056,"","",0.251216,"","",1.65746,"","",0.497309,"","",0.305532,"","",29.6508,"","",0.989067,"","",1,"","",4,"","",0,"","",0,""
"","",-2.12936,"","",15.1021,"","",1.94964,"","",5.41972,"","",0.91173,"","",1.11058,"","",1.28666,"","",0.318288,"","",0,"","",2,"","",0,"","",1,""
"","",0.344846,"","",-1.96289,"","",0.89025,"","",3.37396,"","",0.0109001,"","",1.11718,"","",1.20011,"","",1.33212,"","",1,"","",4,"","",0,"","",0,""
"","",-1.90496,"","",0.931255,"","",3.14757,"","",3.28899,"","",0.595114,"","",0.729346,"","",1.69288,"","",1.21614,"","",0,"","",6,"","",1,"","",1,""
"","",-0.81117,"","",-0.65911,"","",0.109863,"","",4.21531,"","",0.169637,"","",6.5101,"","",2.81428,"","",1.35379,"","",1,"","",5,"","",0,"","",0,""
"","",1.324,"","",0.21202,"","",5.41524,"","",6.93694,"","",0.25176,"","",0.916197,"","",5.94589,"","",0.184004,"","",1,"","",3,"","",0,"","",1,""
"","",0.615637,"","",153.099,"","",0.678473,"","",6.66086,"","",0.233924,"","",2.0322,"","",1.62539,"","",0.911316,"","",1,"","",5,"","",2,"","",2,""
"","",1.09167,"","",-0.330519,"","",0.341416,"","",5.79971,"","",0.845223,"","",0.613194,"","",26.7037,"","",0.869337,"","",1,"","",6,"","",0,"","",2,""
"","",0.306605,"","",-18.2278,"","",1.48164,"","",2.01956,"","",0.975801,"","",0.724189,"","",1.1947,"","",0.227551,"","",0,"","",5,"","",0,"","",1,""
"","",-0.110159,"","",-1.72297,"","",0.193554,"","",1.90125,"","",0.925798,"","",0.720874,"","",0.476058,"","",0.431105,"","",0,"","",4,"","",0,"","",1,""
"","",-0.924313,"","",0.127416,"","",0.0270652,"","",1.32007,"","",0.344377,"","",0.37593,"","",1.00603,"","",0.391264,"","",0,"","",7,"","",1,"","",0,""
"","",1.59291,"","",12.795,"","",0.093278,"","",2.49175,"","",0.170967,"","",0.149339,"","",0.988915,"","",0.097721,"","",1,"","",2,"","",5,"","",1,""
"","",0.0450106,"","",-6.54462,"","",0.795183,"","",2.50543,"","",0.929841,"","",2.19265,"","",0.412157,"","",1.52029,"","",0,"","",4,"","",1,"","",2,""
"","",-0.715128,"","",1.21563,"","",1.5676,"","",2.07549,"","",0.653523,"","",1.92942,"","",19.563,"","",1.24961,"","",0,"","",5,"","",0,"","",0,""
"","",0.865223,"","",-0.463725,"","",1.31742,"","",6.39958,"","",0.267431,"","",1.93493,"","",0.822789,"","",0.457975,"","",0,"","",5,"","",2,"","",0,""
"","",1.07444,"","",0.5446,"","",1.45779,"","",3.18859,"","",0.209978,"","",0.364287,"","",1.96123,"","",1.27816,"","",1,"","",4,"","",0,"","",0,""
"","",1.89565,"","",1.54853,"","",2.41783,"","",2.44457,"","",0.541893,"","",1.64284,"","",4.615,"","",2.03311,"","",0,"","",6,"","",1,"","",0,""
"","",-0.602997,"","",1.58612,"","",0.615231,"","",3.51808,"","",0.389558,"","",3.07441,"","",1.75262,"","",2.59787,"","",0,"","",5,"","",0,"","",2,""
"","",-0.390868,"","",-2.46328,"","",0.38457,"","",3.26879,"","",0.0917511,"","",1.52768,"","",1.52993,"","",0.285455,"","",1,"","",3,"","",0,"","",1,""
"","",-0.416222,"","",0.977698,"","",1.89546,"","",5.49244,"","",0.232285,"","",3.77437,"","",2.47137,"","",1.0185,"","",0,"","",3,"","",0,"","",0,""
"","",-0.375657,"","",-0.819067,"","",2.91135,"","",4.45167,"","",0.22992,"","",0.807484,"","",1.73523,"","",0.0557727,"","",0,"","",4,"","",0,"","",0,""
"","",-0.366631,"","",-0.287327,"","",1.78324,"","",3.51387,"","",0.62201,"","",0.469975,"","",0.836341,"","",0.139812,"","",1,"","",3,"","",1,"","",1,""
"","",-0.295677,"","",-0.218476,"","",1.00201,"","",11.086,"","",0.796078,"","",0.22175,"","",3.00786,"","",1.74313,"","",0,"","",7,"","",1,"","",2,""
"","",1.44182,"","",-0.753578,"","",0.281333,"","",9.72957,"","",0.778789,"","",1.6386,"","",1.72819,"","",1.28169,"","",0,"","",4,"","",1,"","",0,""
"","",-0.697538,"","",3.20148,"","",1.17919,"","",4.10353,"","",0.635358,"","",0.010158,"","",2.78987,"","",0.490741,"","",1,"","",6,"","",0,"","",0,""
"","",-0.388168,"","",-0.970276,"","",1.66267,"","",4.61298,"","",0.408973,"","",2.23612,"","",2.63743,"","",3.0256,"","",1,"","",4,"","",1,"","",0,""
"","",0.652536,"","",-2.30747,"","",0.509451,"","",10.5613,"","",0.8184,"","",3.08737,"","",10.2086,"","",0.235217,"","",0,"","",4,"","",0,"","",0,""
"","",1.12477,"","",0.0475559,"","",0.855867,"","",5.14156,"","",0.80053,"","",2.83826,"","",9.46214,"","",0.630932,"","",0,"","",2,"","",0,"","",1,""
"","",-0.772111,"","",9.20611,"","",0.525949,"","",2.21815,"","",0.764284,"","",1.60133,"","",0.424364,"","",0.993032,"","",1,"","",4,"","",0,"","",1,""
"","",-0.508086,"","",1.13732,"","",0.290643,"","",4.81011,"","",0.678232,"","",0.142877,"","",0.420981,"","",1.6563,"","",1,"","",4,"","",2,"","",1,""
"","",0.523621,"","",0.0878996,"","",7.09193,"","",7.08759,"","",0.885886,"","",0.439389,"","",6.83416,"","",1.00907,"","",1,"","",4,"","",2,"","",3,""
"","",1.01775,"","",-0.793234,"","",0.44273,"","",5.40274,"","",0.752031,"","",0.593235,"","",2.916,"","",1.85098,"","",1,"","",5,"","",7,"","",1,""
"","",-0.251165,"","",-31.0421,"","",0.661533,"","",2.05669,"","",0.212253,"","",1.34407,"","",3.6638,"","",0.441589,"","",0,"","",2,"","",3,"","",0,""
"","",-1.42999,"","",0.296059,"","",0.29288,"","",8.95945,"","",0.899106,"","",3.62664,"","",11.0545,"","",0.44223,"","",1,"","",7,"","",1,"","",1,""
"","",1.70912,"","",-3.10074,"","",0.702677,"","",2.10884,"","",0.886494,"","",0.545621,"","",0.543534,"","",1.36027,"","",1,"","",8,"","",0,"","",0,""
"","",1.43507,"","",0.27212,"","",1.84229,"","",3.58048,"","",0.522574,"","",0.776392,"","",0.842884,"","",1.04592,"","",1,"","",5,"","",1,"","",1,""
"","",-0.710371,"","",-0.0116677,"","",0.49262,"","",2.92574,"","",0.307513,"","",0.0654069,"","",106.018,"","",0.173031,"","",0,"","",8,"","",3,"","",2,""
"","",-0.0650676,"","",3.59249,"","",0.206391,"","",3.68977,"","",0.739728,"","",1.59418,"","",45.4965,"","",3.64425,"","",0,"","",6,"","",1,"","",2,""
"","",-1.75947,"","",-0.307197,"","",1.25426,"","",3.5769,"","",0.27468,"","",0.560613,"","",36.1635,"","",1.65031,"","",1,"","",4,"","",0,"","",0,""
"","",0.569723,"","",-0.728464,"","",0.648187,"","",1.99509,"","",0.894,"","",2.14374,"","",1.05762,"","",0.814209,"","",1,"","",3,"","",0,"","",0,""
"","",1.61235,"","",0.0915083,"","",0.955685,"","",0.837099,"","",0.810616,"","",0.162681,"","",1.23807,"","",0.359014,"","",0,"","",6,"","",0,"","",1,""
"","",-1.63728,"","",0.946556,"","",16.5187,"","",1.82239,"","",0.654522,"","",0.156033,"","",14.3092,"","",0.228777,"","",0,"","",5,"","",2,"","",2,""
"","",-0.779569,"","",5.43533,"","",0.761993,"","",5.83574,"","",0.29268,"","",0.891082,"","",0.521546,"","",0.42172,"","",1,"","",6,"","",1,"","",0,""
"","",-0.641177,"","",0.316794,"","",0.753775,"","",6.04212,"","",0.09426,"","",2.12149,"","",1.13251,"","",2.02186,"","",1,"","",5,"","",1,"","",0,""
"","",-0.681131,"","",-4.64371,"","",2.67604,"","",2.22453,"","",0.705861,"","",0.28409,"","",1.22129,"","",0.145766,"","",0,"","",4,"","",0,"","",0,""
"","",-2.03329,"","",1.8185,"","",2.74578,"","",5.20848,"","",0.66275,"","",0.0577282,"","",1.30344,"","",0.286381,"","",0,"","",5,"","",5,"","",1,""
"","",0.500964,"","",-0.134036,"","",0.0561919,"","",2.91127,"","",0.869641,"","",0.854872,"","",1.86844,"","",0.411791,"","",1,"","",7,"","",0,"","",0,""
"","",-1.5318,"","",0.558811,"","",1.29961,"","",8.76439,"","",0.759268,"","",0.761528,"","",1.04078,"","",2.333,"","",1,"","",6,"","",0,"","",3,""
"","",-0.0249976,"","",-0.23136,"","",2.01493,"","",5.8576,"","",0.113179,"","",0.802448,"","",8.47236,"","",0.97129,"","",1,"","",5,"","",0,"","",0,""
"","",0.592985,"","",-0.995285,"","",0.812269,"","",7.44216,"","",0.250073,"","",1.11998,"","",0.608733,"","",0.322248,"","",0,"","",8,"","",0,"","",0,""
"","",-0.198195,"","",0.152185,"","",5.27685,"","",2.40394,"","",0.335458,"","",0.258775,"","",1.35899,"","",3.07682,"","",0,"","",6,"","",1,"","",1,""
"","",0.892008,"","",-1.13964,"","",1.57542,"","",4.9922,"","",0.604146,"","",3.25522,"","",3.11043,"","",7.56424,"","",0,"","",4,"","",1,"","",2,""
"","",-0.0257151,"","",-1.45377,"","",1.00272,"","",5.71684,"","",0.121406,"","",0.0277237,"","",0.445917,"","",0.522533,"","",1,"","",5,"","",4,"","",1,""
"","",-0.64766,"","",-2.40469,"","",0.504309,"","",4.38365,"","",0.750103,"","",0.54115,"","",6.22527,"","",0.2285,"","",1,"","",4,"","",2,"","",0,""
"","",0.646359,"","",-0.278637,"","",0.557762,"","",1.35205,"","",0.370685,"","",0.783766,"","",3.56657,"","",0.171204,"","",1,"","",5,"","",0,"","",0,""
"","",-0.433833,"","",-0.634146,"","",2.96576,"","",7.29058,"","",0.366943,"","",0.281652,"","",0.664921,"","",1.095,"","",1,"","",5,"","",1,"","",0,""
"","",1.77261,"","",-1.95057,"","",0.446825,"","",3.8143,"","",0.51364,"","",3.12604,"","",1.47952,"","",0.212544,"","",1,"","",7,"","",0,"","",2,""
"","",-0.0182597,"","",3.37315,"","",1.25266,"","",4.8149,"","",0.554729,"","",0.0817016,"","",6.46457,"","",1.50363,"","",1,"","",6,"","",1,"","",0,""
"","",0.852815,"","",2.17649,"","",0.706253,"","",5.10917,"","",0.346631,"","",0.369104,"","",0.686359,"","",2.79243,"","",0,"","",3,"","",0,"","",1,""
"","",0.205163,"","",-2.9256,"","",0.223773,"","",1.44452,"","",0.95669,"","",0.470845,"","",0.401831,"","",0.518953,"","",1,"","",5,"","",3,"","",1,""
"","",-3.00805,"","",-0.770675,"","",1.15443,"","",1.73862,"","",0.9617,"","",0.718204,"","",1.11693,"","",1.229,"","",1,"","",5,"","",0,"","",4,""
"","",-1.36611,"","",0.0314498,"","",1.42901,"","",4.25302,"","",0.635669,"","",0.236605,"","",0.823367,"","",1.16824,"","",1,"","",7,"","",0,"","",1,""
"","",-0.424102,"","",0.0263515,"","",1.28871,"","",6.29784,"","",0.668253,"","",0.864603,"","",23.2054,"","",0.081741,"","",0,"","",3,"","",3,"","",3,""
"","",0.236804,"","",5.71566,"","",0.524545,"","",3.5748,"","",0.393668,"","",0.046855,"","",443.314,"","",0.0459406,"","",1,"","",6,"","",1,"","",0,""
"","",-2.34272,"","",0.999536,"","",6.45574,"","",3.42113,"","",0.0110193,"","",1.98442,"","",0.431834,"","",0.140699,"","",0,"","",5,"","",0,"","",1,""
"","",0.961697,"","",2.74278,"","",2.38559,"","",4.04688,"","",0.829016,"","",1.68804,"","",1.03327,"","",0.65257,"","",1,"","",5,"","",5,"","",3,""
"","",-0.604426,"","",0.934429,"","",0.445411,"","",1.70243,"","",0.273112,"","",0.782807,"","",1.8626,"","",0.290401,"","",0,"","",3,"","",0,"","",1,""
"","",-0.752877,"","",-1.35077,"","",0.355252,"","",8.18395,"","",0.561309,"","",0.835843,"","",0.380249,"","",0.488911,"","",1,"","",7,"","",1,"","",0,""
"","",-1.55561,"","",2.50362,"","",0.40923,"","",12.8073,"","",0.418641,"","",1.05804,"","",0.837387,"","",0.447389,"","",0,"","",6,"","",1,"","",0,""
"","",-1.45389,"","",0.0840611,"","",0.457515,"","",2.23015,"","",0.99837,"","",0.282535,"","",1.1218,"","",0.7553,"","",1,"","",3,"","",0,"","",2,""
"","",0.0563318,"","",9.12447,"","",0.931258,"","",8.73386,"","",0.824711,"","",0.39677,"","",3.5849,"","",0.545542,"","",1,"","",2,"","",0,"","",0,""
"","",0.509369,"","",-1.29652,"","",1.10134,"","",21.9144,"","",0.448993,"","",2.03279,"","",1.80917,"","",0.410741,"","",1,"","",9,"","",1,"","",0,""
"","",-2.09788,"","",0.317289,"","",0.558959,"","",7.21582,"","",0.297294,"","",0.0852128,"","",0.736669,"","",3.41585,"","",1,"","",6,"","",0,"","",0,""
"","",-1.00436,"","",1.09016,"","",2.26101,"","",1.22863,"","",0.794455,"","",1.73664,"","",7.41962,"","",0.153869,"","",1,"","",6,"","",0,"","",0,""
"","",0.535772,"","",-0.257191,"","",1.14424,"","",4.65123,"","",0.834932,"","",0.395641,"","",0.919383,"","",0.831249,"","",1,"","",7,"","",1,"","",0,""
"","",-0.453037,"","",-1.43315,"","",0.48284,"","",1.8964,"","",0.734261,"","",2.06624,"","",1.13845,"","",0.235244,"","",1,"","",5,"","",0,"","",0,""
"","",2.16537,"","",0.291265,"","",7.21919,"","",5.88259,"","",0.296823,"","",0.835938,"","",3.96351,"","",0.714192,"","",1,"","",5,"","",4,"","",0,""
"","",1.24575,"","",-0.543652,"","",2.01719,"","",7.53124,"","",0.93087,"","",1.03677,"","",1.07334,"","",0.235085,"","",1,"","",7,"","",1,"","",1,""
"","",0.595498,"","",-0.946783,"","",0.326756,"","",2.62106,"","",0.943556,"","",1.88836,"","",2.37745,"","",1.43274,"","",1,"","",7,"","",0,"","",3,""
"","",0.00488445,"","",-0.700951,"","",1.46555,"","",9.69574,"","",0.0571105,"","",0.0841861,"","",0.193607,"","",0.294682,"","",1,"","",7,"","",0,"","",2,""
"","",0.279361,"","",0.951281,"","",3.80561,"","",3.93479,"","",0.98647,"","",2.59599,"","",2.17474,"","",0.646932,"","",0,"","",4,"","",2,"","",1,""
"","",-0.705906,"","",-2.66834,"","",1.69888,"","",1.8221,"","",0.37512,"","",0.65937,"","",6.66679,"","",0.422346,"","",1,"","",2,"","",0,"","",4,""
"","",0.628017,"","",2.46947,"","",0.663805,"","",4.12736,"","",0.745335,"","",0.319986,"","",2.508,"","",3.18754,"","",0,"","",3,"","",0,"","",3,""
"","",1.48021,"","",-0.196287,"","",19.2373,"","",8.69916,"","",0.358612,"","",0.010924,"","",12.1339,"","",0.592525,"","",0,"","",8,"","",4,"","",2,""
"","",1.08343,"","",-0.203347,"","",1.25383,"","",2.0648,"","",0.0918185,"","",1.06643,"","",7.75434,"","",1.56574,"","",1,"","",3,"","",1,"","",1,""
"","",-0.813244,"","",-1.41047,"","",0.752427,"","",7.46415,"","",0.184855,"","",0.547974,"","",2.69059,"","",2.5517,"","",0,"","",5,"","",0,"","",0,""
"","",-1.61888,"","",13.3987,"","",2.67678,"","",3.20331,"","",0.717391,"","",0.323712,"","",0.241279,"","",0.648247,"","",0,"","",6,"","",2,"","",1,""
"","",-0.109656,"","",-345.957,"","",0.140044,"","",2.70633,"","",0.706783,"","",2.37584,"","",0.693129,"","",0.333542,"","",1,"","",9,"","",0,"","",1,""
"","",0.440889,"","",0.636302,"","",0.541496,"","",6.10171,"","",0.958005,"","",0.447864,"","",0.761877,"","",0.469864,"","",1,"","",7,"","",0,"","",2,""
"","",1.35099,"","",1.21347,"","",2.9086,"","",3.36721,"","",0.78907,"","",1.58382,"","",0.401929,"","",1.0356,"","",1,"","",3,"","",0,"","",0,""
"","",-1.31861,"","",-0.966529,"","",0.372894,"","",6.37321,"","",0.359559,"","",0.758439,"","",0.57926,"","",1.59526,"","",1,"","",7,"","",0,"","",1,""
"","",0.364385,"","",1.03441,"","",0.554097,"","",12.5788,"","",0.257107,"","",2.10573,"","",1.85847,"","",0.955542,"","",1,"","",6,"","",0,"","",0,""
"","",0.2335,"","",-4.04988,"","",0.943143,"","",0.957397,"","",0.970406,"","",0.475091,"","",4.04961,"","",0.253307,"","",0,"","",8,"","",5,"","",2,""
"","",1.19396,"","",1.87871,"","",1.90538,"","",8.15916,"","",0.993282,"","",0.962893,"","",0.532091,"","",0.787628,"","",0,"","",4,"","",0,"","",0,""
"","",-0.02791,"","",0.188815,"","",0.224941,"","",3.38051,"","",0.926721,"","",0.977562,"","",1.6302,"","",0.933346,"","",1,"","",5,"","",0,"","",1,""
"","",-0.357299,"","",-0.114164,"","",1.09267,"","",3.31591,"","",0.245944,"","",2.86436,"","",3.50076,"","",0.444546,"","",1,"","",5,"","",2,"","",0,""
"","",-1.14681,"","",1.09592,"","",1.52709,"","",2.65242,"","",0.649821,"","",0.451072,"","",230.894,"","",0.553302,"","",0,"","",6,"","",1,"","",0,""
"","",-0.51742,"","",-0.823835,"","",1.32252,"","",0.67129,"","",0.167389,"","",0.686099,"","",0.882103,"","",1.46523,"","",1,"","",5,"","",1,"","",0,""
"","",-0.362124,"","",1.87741,"","",1.40072,"","",1.48104,"","",0.906261,"","",3.99397,"","",0.314853,"","",0.845863,"","",1,"","",5,"","",1,"","",1,""
"","",2.35055,"","",36.9696,"","",0.166227,"","",4.5664,"","",0.546932,"","",0.80698,"","",3.01186,"","",0.514779,"","",1,"","",6,"","",3,"","",1,""
"","",2.44653,"","",-2.14542,"","",0.76876,"","",7.61258,"","",0.678087,"","",1.02767,"","",0.466991,"","",0.78453,"","",1,"","",4,"","",0,"","",1,""
"","",-0.166703,"","",0.259217,"","",0.264739,"","",3.05506,"","",0.311145,"","",0.127537,"","",0.389228,"","",1.36131,"","",1,"","",3,"","",0,"","",0,""
"","",-1.04367,"","",-1.78487,"","",0.400202,"","",7.02016,"","",0.796289,"","",0.712467,"","",1.01377,"","",1.62135,"","",0,"","",4,"","",0,"","",0,""
"","",-1.97293,"","",2.66042,"","",0.459089,"","",2.90742,"","",0.303557,"","",0.343031,"","",1.27428,"","",0.31756,"","",1,"","",3,"","",3,"","",2,""
"","",0.514672,"","",1.05901,"","",0.29907,"","",4.62997,"","",0.266474,"","",0.0573796,"","",1.91565,"","",1.94017,"","",0,"","",6,"","",0,"","",0,""
"","",-1.09057,"","",-1.53984,"","",0.593199,"","",8.18528,"","",0.211785,"","",0.539343,"","",5.56773,"","",2.13318,"","",0,"","",3,"","",2,"","",1,""
"","",2.28466,"","",0.226634,"","",1.36477,"","",9.40073,"","",0.0310571,"","",0.70301,"","",0.441145,"","",1.37429,"","",1,"","",5,"","",1,"","",1,""
"","",-0.885618,"","",-0.562119,"","",0.465449,"","",2.34837,"","",0.772402,"","",1.46823,"","",1.44419,"","",0.447722,"","",0,"","",6,"","",1,"","",1,""
"","",0.111106,"","",1.68282,"","",0.0967885,"","",4.33908,"","",0.528961,"","",0.666383,"","",1.21252,"","",0.380412,"","",1,"","",2,"","",0,"","",2,""
"","",3.81028,"","",-1.43219,"","",0.237826,"","",7.14549,"","",0.0191844,"","",0.231279,"","",0.363145,"","",0.498904,"","",1,"","",5,"","",1,"","",1,""
"","",-1.10891,"","",-22.418,"","",0.412997,"","",2.8913,"","",0.516789,"","",0.139797,"","",1.22094,"","",2.1885,"","",0,"","",5,"","",1,"","",1,""
"","",0.307567,"","",-1.27354,"","",1.44596,"","",0.436124,"","",0.985208,"","",0.464502,"","",0.773824,"","",0.401309,"","",1,"","",6,"","",2,"","",1,""
"","",-1.10689,"","",2.23035,"","",2.60529,"","",2.73339,"","",0.439077,"","",0.801501,"","",12.1851,"","",0.165862,"","",0,"","",4,"","",1,"","",1,""
"","",0.347654,"","",-4.49142,"","",6.39265,"","",2.0225,"","",0.0234122,"","",1.5026,"","",0.95751,"","",1.93716,"","",1,"","",4,"","",2,"","",0,""
"","",-0.873265,"","",24.5575,"","",5.6944,"","",5.61437,"","",0.975393,"","",0.194431,"","",5.42036,"","",0.0257238,"","",1,"","",4,"","",1,"","",0,""
"","",0.0773031,"","",1.87268,"","",1.85946,"","",7.34344,"","",0.836858,"","",3.00919,"","",5.96646,"","",0.302255,"","",1,"","",6,"","",2,"","",6,""
"","",-0.296869,"","",1.44501,"","",0.509846,"","",6.43442,"","",0.787367,"","",0.00213563,"","",0.789742,"","",0.945517,"","",0,"","",5,"","",2,"","",0,""
"","",-1.18324,"","",2.19673,"","",2.69542,"","",5.4653,"","",0.857523,"","",0.346332,"","",0.474778,"","",0.101856,"","",1,"","",4,"","",0,"","",1,""
"","",0.0112927,"","",1.60218,"","",0.744281,"","",2.78881,"","",0.518533,"","",1.12185,"","",24.21,"","",0.760651,"","",0,"","",5,"","",0,"","",0,""
"","",0.991601,"","",-1.1616,"","",1.18475,"","",5.59216,"","",0.659903,"","",5.12865,"","",22.7539,"","",0.536905,"","",1,"","",8,"","",2,"","",1,""
"","",1.59397,"","",-0.705054,"","",0.291579,"","",3.8179,"","",0.107435,"","",0.425747,"","",1.17487,"","",1.159,"","",1,"","",5,"","",0,"","",1,""
"","",-1.37271,"","",-0.387713,"","",0.879438,"","",4.33041,"","",0.103649,"","",1.98189,"","",0.527662,"","",0.184895,"","",0,"","",6,"","",1,"","",0,""
"","",-0.249611,"","",0.127161,"","",4.11202,"","",5.05071,"","",0.938878,"","",1.36888,"","",3.54443,"","",2.33509,"","",0,"","",6,"","",0,"","",1,""
"","",1.15942,"","",-0.643373,"","",1.08797,"","",1.29487,"","",0.519161,"","",0.825964,"","",1.26285,"","",0.618606,"","",1,"","",5,"","",0,"","",3,""
"","",-1.11422,"","",-4.96201,"","",2.10129,"","",5.54077,"","",0.929277,"","",0.27261,"","",0.703992,"","",1.02864,"","",0,"","",6,"","",0,"","",1,""
"","",-2.5285,"","",3.40317,"","",0.216389,"","",1.23101,"","",0.803597,"","",2.25292,"","",0.910197,"","",0.0869879,"","",1,"","",4,"","",1,"","",1,""
"","",-0.935903,"","",-0.00147936,"","",2.69854,"","",7.76498,"","",0.218963,"","",0.894083,"","",19.1463,"","",2.55338,"","",1,"","",6,"","",0,"","",1,""
"","",-0.967239,"","",0.0878985,"","",6.07083,"","",2.72601,"","",0.535316,"","",0.86879,"","",1.91465,"","",1.07531,"","",0,"","",5,"","",1,"","",0,""
"","",0.0474886,"","",0.631018,"","",2.37663,"","",8.57084,"","",0.393134,"","",1.8683,"","",1.46207,"","",0.372999,"","",1,"","",6,"","",0,"","",2,""
"","",-0.403737,"","",-1.28542,"","",0.28855,"","",10.8064,"","",0.652269,"","",0.450526,"","",0.840333,"","",1.29834,"","",0,"","",4,"","",2,"","",0,""
"","",0.231496,"","",2.07584,"","",0.77531,"","",5.09485,"","",0.954736,"","",0.0716602,"","",0.606927,"","",1.2649,"","",0,"","",6,"","",0,"","",2,""
"","",-0.422372,"","",-0.123832,"","",1.5518,"","",7.74717,"","",0.849327,"","",0.81139,"","",2.96599,"","",0.493081,"","",0,"","",6,"","",0,"","",0,""
